PlayerName-0 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
RuleBased,57,56,51,53,54,54,56,52,60,51,57,52,54,54,56,53,58,50,54,54,53,52,54,50,50,54,58,51,54,57,59,54,57,54,60,54,50,52,61,55,53,55,52,53,54,51,56,52,57,51
