PlayerName-1 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
MCTS-Simple,54,57,52,51,52,54,54,54,48,54,52,58,53,57,52,53,55,52,50,56,57,50,53,56,52,52,54,52,57,57,51,51,52,60,59,53,53,53,54,54,53,56,53,52,49,58,59,54,52,48
