Measure,Value
Count,50.0
sum,47.33090409821758
Mean,0.9466180819643519
Min,0.9090909090909091
Max,1.0
Range,0.09090909090909094
Variance,3.3017839408233706E-4
Std. Dev,0.018170811596688163
