PlayerName-0 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
RuleBased,64,58,64,61,61,61,56,58,63,67,60,59,59,73,62,57,63,65,56,59,60,61,61,60,59,56,62,55,65,60,58,62,74,58,59,59,61,63,57,62,61,58,58,58,61,60,63,59,58,61
