PlayerName-1 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
MCTS-Advanced,54,55,58,54,56,56,54,51,50,59,52,52,50,53,56,52,55,60,54,55,50,55,57,55,56,54,52,56,55,54,52,55,57,52,51,54,54,60,54,50,54,56,54,56,59,54,60,55,51,56
