PlayerName-0 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
RuleBased,63,63,55,63,58,59,61,59,55,59,70,59,63,71,60,61,62,62,60,60,64,66,60,60,55,60,60,59,63,61,73,58,61,60,62,57,61,65,62,73,62,61,81,69,69,62,63,59,60,63
