Measure,Count,sum,Mean,Min,Max,Range,Variance,Std. Dev
RuleBased,50.0,1364.0,27.28,24.0,32.0,8.0,2.8587755102040826,1.6907913857729706
MCTS-Advanced,50.0,1312.0,26.239999999999995,23.0,30.0,7.0,2.3085714285714265,1.5193983771780943
