Measure,Value
Count,100.0
sum,98.25224555790287
Mean,0.9825224555790286
Min,0.958904109589041
Max,1.0
Range,0.04109589041095896
Variance,5.0495701777519075E-5
Std. Dev,0.0071060327734622135
