GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,StateSpace(Size),Actions(Random),Actions(Size-Random),Actions(Player-1),Actions(RuleBased),Actions(Actions Played Description),Actions(Player-0),Actions(Size-RuleBased),Actions(Action Space Size),Actions(Actions Played),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(PlayerName-1),FloorPenalties(PlayerName-0),FloorPenalties(Player-1),FloorPenalties(Player-0),FloorPenalties(PlayerName-1)
-1170105035,Azul,0,ACTION_CHOSEN,0,0,2,6,117,,,,games.azul.actions.TakeTilesAction@21ae80e6,Player 0 takes RED tiles from factory 0 to pattern line 1,games.azul.actions.TakeTilesAction@21ae80e6,108,108,games.azul.actions.TakeTilesAction@21ae80e6,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,1,0,2,6,115,games.azul.actions.TakeTilesAction@77fed2b5,102,games.azul.actions.TakeTilesAction@77fed2b5,,Player 1 takes WHITE tiles from factory 3 to floor line,,,102,games.azul.actions.TakeTilesAction@77fed2b5,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,2,0,2,6,115,,,,games.azul.actions.TakeTilesAction@327c026a,Player 0 takes BLACK tiles from factory 1 to pattern line 0,games.azul.actions.TakeTilesAction@327c026a,70,70,games.azul.actions.TakeTilesAction@327c026a,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,3,0,2,6,114,games.azul.actions.TakeTilesAction@77fecf8f,72,games.azul.actions.TakeTilesAction@77fecf8f,,Player 1 takes WHITE tiles from factory 2 to pattern line 4,,,72,games.azul.actions.TakeTilesAction@77fecf8f,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,4,0,2,6,113,,,,games.azul.actions.TakeTilesAction@1498120,Player 0 takes YELLOW tiles from centre pool to pattern line 3,games.azul.actions.TakeTilesAction@1498120,32,32,games.azul.actions.TakeTilesAction@1498120,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,5,0,2,6,108,games.azul.actions.TakeTilesAction@21aef146,35,games.azul.actions.TakeTilesAction@21aef146,,Player 1 takes RED tiles from centre pool to floor line,,,35,games.azul.actions.TakeTilesAction@21aef146,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,6,0,2,6,108,,,,games.azul.actions.TakeTilesAction@327bfb26,Player 0 takes BLACK tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@327bfb26,18,18,games.azul.actions.TakeTilesAction@327bfb26,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,7,0,2,6,105,games.azul.actions.TakeTilesAction@21af040b,25,games.azul.actions.TakeTilesAction@21af040b,,Player 1 takes RED tiles from factory 4 to floor line,,,25,games.azul.actions.TakeTilesAction@21af040b,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,8,0,2,6,105,,,,games.azul.actions.TakeTilesAction@290ce5a,Player 0 takes BLUE tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@290ce5a,6,6,games.azul.actions.TakeTilesAction@290ce5a,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,9,0,2,6,101,games.azul.actions.TakeTilesAction@327c6f85,10,games.azul.actions.TakeTilesAction@327c6f85,,Player 1 takes BLACK tiles from centre pool to pattern line 2,,,10,games.azul.actions.TakeTilesAction@327c6f85,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,10,0,2,6,100,,,,games.azul.actions.TakeTilesAction@14980a4,Player 0 takes YELLOW tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@14980a4,1,1,games.azul.actions.TakeTilesAction@14980a4,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,11,0,2,6,100,,,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,1,1,games.azul.actions.TakeTilesAction@290cdbf,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
-1170105035,Azul,0,ACTION_CHOSEN,12,0,2,6,111,,,,games.azul.actions.TakeTilesAction@290dd5e,Player 0 takes BLUE tiles from factory 3 to pattern line 4,games.azul.actions.TakeTilesAction@290dd5e,69,69,games.azul.actions.TakeTilesAction@290dd5e,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,13,0,2,6,110,games.azul.actions.TakeTilesAction@21aef526,61,games.azul.actions.TakeTilesAction@21aef526,,Player 1 takes RED tiles from factory 0 to pattern line 0,,,61,games.azul.actions.TakeTilesAction@21aef526,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,14,0,2,6,109,,,,games.azul.actions.TakeTilesAction@327c064a,Player 0 takes BLACK tiles from factory 2 to pattern line 1,games.azul.actions.TakeTilesAction@327c064a,56,56,games.azul.actions.TakeTilesAction@327c064a,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,15,0,2,6,107,games.azul.actions.TakeTilesAction@21af0487,36,games.azul.actions.TakeTilesAction@21af0487,,Player 1 takes RED tiles from factory 4 to pattern line 3,,,36,games.azul.actions.TakeTilesAction@21af0487,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,16,0,2,6,106,,,,games.azul.actions.TakeTilesAction@21ae7d06,Player 0 takes RED tiles from centre pool to pattern line 0,games.azul.actions.TakeTilesAction@21ae7d06,28,28,games.azul.actions.TakeTilesAction@21ae7d06,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,17,0,2,6,104,games.azul.actions.TakeTilesAction@149f541,17,games.azul.actions.TakeTilesAction@149f541,,Player 1 takes YELLOW tiles from centre pool to pattern line 1,,,17,games.azul.actions.TakeTilesAction@149f541,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,18,0,2,6,103,,,,games.azul.actions.TakeTilesAction@290ce1c,Player 0 takes BLUE tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@290ce1c,16,16,games.azul.actions.TakeTilesAction@290ce1c,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,19,0,2,6,100,games.azul.actions.TakeTilesAction@327c6f85,9,games.azul.actions.TakeTilesAction@327c6f85,,Player 1 takes BLACK tiles from centre pool to pattern line 2,,,9,games.azul.actions.TakeTilesAction@327c6f85,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,20,0,2,6,99,,,,games.azul.actions.TakeTilesAction@290d5bd,Player 0 takes BLUE tiles from factory 1 to pattern line 3,games.azul.actions.TakeTilesAction@290d5bd,7,7,games.azul.actions.TakeTilesAction@290d5bd,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,21,0,2,6,97,games.azul.actions.TakeTilesAction@21aef1c2,6,games.azul.actions.TakeTilesAction@21aef1c2,,Player 1 takes RED tiles from centre pool to pattern line 3,,,6,games.azul.actions.TakeTilesAction@21aef1c2,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,22,0,2,6,96,,,,games.azul.actions.TakeTilesAction@77fe4f52,Player 0 takes WHITE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@77fe4f52,2,2,games.azul.actions.TakeTilesAction@77fe4f52,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,23,0,2,6,96,games.azul.actions.TakeTilesAction@149f541,2,games.azul.actions.TakeTilesAction@149f541,,Player 1 takes YELLOW tiles from centre pool to pattern line 1,,,2,games.azul.actions.TakeTilesAction@149f541,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,24,0,2,6,95,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,,1,games.azul.actions.TakeTilesAction@291421e,3.0,RuleBased,0.0,1.5,3.0,Random,RuleBased,0,4,Random
-1170105035,Azul,0,ACTION_CHOSEN,25,0,2,6,110,,,,games.azul.actions.TakeTilesAction@1498fe6,Player 0 takes YELLOW tiles from factory 3 to pattern line 1,games.azul.actions.TakeTilesAction@1498fe6,63,63,games.azul.actions.TakeTilesAction@1498fe6,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,26,0,2,6,108,games.azul.actions.TakeTilesAction@21af0449,47,games.azul.actions.TakeTilesAction@21af0449,,Player 1 takes RED tiles from factory 4 to pattern line 1,,,47,games.azul.actions.TakeTilesAction@21af0449,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,27,0,2,6,107,,,,games.azul.actions.TakeTilesAction@77fe5332,Player 0 takes WHITE tiles from factory 0 to pattern line 0,games.azul.actions.TakeTilesAction@77fe5332,46,46,games.azul.actions.TakeTilesAction@77fe5332,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,28,0,2,6,106,games.azul.actions.TakeTilesAction@29149bf,28,games.azul.actions.TakeTilesAction@29149bf,,Player 1 takes BLUE tiles from factory 1 to pattern line 0,,,28,games.azul.actions.TakeTilesAction@29149bf,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,29,0,2,6,105,,,,games.azul.actions.TakeTilesAction@77fe4faf,Player 0 takes WHITE tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@77fe4faf,21,21,games.azul.actions.TakeTilesAction@77fe4faf,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,30,0,2,6,101,games.azul.actions.TakeTilesAction@21aefd05,12,games.azul.actions.TakeTilesAction@21aefd05,,Player 1 takes RED tiles from factory 2 to pattern line 3,,,12,games.azul.actions.TakeTilesAction@21aefd05,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,31,0,2,6,100,,,,games.azul.actions.TakeTilesAction@21ae7d82,Player 0 takes RED tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@21ae7d82,8,8,games.azul.actions.TakeTilesAction@21ae7d82,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,32,0,2,6,96,games.azul.actions.TakeTilesAction@149f503,4,games.azul.actions.TakeTilesAction@149f503,,Player 1 takes YELLOW tiles from centre pool to floor line,,,4,games.azul.actions.TakeTilesAction@149f503,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,33,0,2,6,96,,,,games.azul.actions.TakeTilesAction@290ce3b,Player 0 takes BLUE tiles from centre pool to pattern line 3,games.azul.actions.TakeTilesAction@290ce3b,3,3,games.azul.actions.TakeTilesAction@290ce3b,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,34,0,2,6,94,games.azul.actions.TakeTilesAction@327c6f85,2,games.azul.actions.TakeTilesAction@327c6f85,,Player 1 takes BLACK tiles from centre pool to pattern line 2,,,2,games.azul.actions.TakeTilesAction@327c6f85,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,35,0,2,6,93,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,,1,games.azul.actions.TakeTilesAction@291421e,3.0,RuleBased,3.0,1.5,0.0,Random,RuleBased,2,8,Random
-1170105035,Azul,0,ACTION_CHOSEN,36,0,2,6,108,,,,games.azul.actions.TakeTilesAction@290d1be,Player 0 takes BLUE tiles from factory 0 to pattern line 1,games.azul.actions.TakeTilesAction@290d1be,42,42,games.azul.actions.TakeTilesAction@290d1be,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,37,0,2,6,106,games.azul.actions.TakeTilesAction@77fed2b5,41,games.azul.actions.TakeTilesAction@77fed2b5,,Player 1 takes WHITE tiles from factory 3 to floor line,,,41,games.azul.actions.TakeTilesAction@77fed2b5,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,38,0,2,6,106,,,,games.azul.actions.TakeTilesAction@1498c06,Player 0 takes YELLOW tiles from factory 2 to pattern line 0,games.azul.actions.TakeTilesAction@1498c06,31,31,games.azul.actions.TakeTilesAction@1498c06,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,39,0,2,6,105,games.azul.actions.TakeTilesAction@21aef925,28,games.azul.actions.TakeTilesAction@21aef925,,Player 1 takes RED tiles from factory 1 to pattern line 2,,,28,games.azul.actions.TakeTilesAction@21aef925,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,40,0,2,6,103,,,,games.azul.actions.TakeTilesAction@21ae7d44,Player 0 takes RED tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@21ae7d44,15,15,games.azul.actions.TakeTilesAction@21ae7d44,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,41,0,2,6,99,games.azul.actions.TakeTilesAction@327c81ed,12,games.azul.actions.TakeTilesAction@327c81ed,,Player 1 takes BLACK tiles from factory 4 to floor line,,,12,games.azul.actions.TakeTilesAction@327c81ed,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,42,0,2,6,99,,,,games.azul.actions.TakeTilesAction@77fe4fce,Player 0 takes WHITE tiles from centre pool to pattern line 3,games.azul.actions.TakeTilesAction@77fe4fce,6,6,games.azul.actions.TakeTilesAction@77fe4fce,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,43,0,2,6,96,games.azul.actions.TakeTilesAction@327c6f28,5,games.azul.actions.TakeTilesAction@327c6f28,,Player 1 takes BLACK tiles from centre pool to floor line,,,5,games.azul.actions.TakeTilesAction@327c6f28,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,44,0,2,6,96,,,,games.azul.actions.TakeTilesAction@14980a4,Player 0 takes YELLOW tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@14980a4,2,2,games.azul.actions.TakeTilesAction@14980a4,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,45,0,2,6,96,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,,1,games.azul.actions.TakeTilesAction@291421e,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,46,0,2,6,96,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,,1,games.azul.actions.TakeTilesAction@291421e,11.0,RuleBased,1.0,6.5,12.0,Random,RuleBased,4,12,Random
-1170105035,Azul,0,ACTION_CHOSEN,47,0,2,6,103,,,,games.azul.actions.TakeTilesAction@77fe538f,Player 0 takes WHITE tiles from factory 0 to pattern line 3,games.azul.actions.TakeTilesAction@77fe538f,30,30,games.azul.actions.TakeTilesAction@77fe538f,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
-1170105035,Azul,0,ACTION_CHOSEN,48,0,2,6,102,games.azul.actions.TakeTilesAction@2914d61,31,games.azul.actions.TakeTilesAction@2914d61,,Player 1 takes BLUE tiles from factory 2 to floor line,,,31,games.azul.actions.TakeTilesAction@2914d61,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
-1170105035,Azul,0,ACTION_CHOSEN,49,0,2,6,102,,,,games.azul.actions.TakeTilesAction@77fe5712,Player 0 takes WHITE tiles from factory 1 to pattern line 1,games.azul.actions.TakeTilesAction@77fe5712,21,21,games.azul.actions.TakeTilesAction@77fe5712,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
-1170105035,Azul,0,ACTION_CHOSEN,50,0,2,6,100,games.azul.actions.TakeTilesAction@327c81ed,21,games.azul.actions.TakeTilesAction@327c81ed,,Player 1 takes BLACK tiles from factory 4 to floor line,,,21,games.azul.actions.TakeTilesAction@327c81ed,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
-1170105035,Azul,0,ACTION_CHOSEN,51,0,2,6,100,,,,games.azul.actions.TakeTilesAction@1498101,Player 0 takes YELLOW tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@1498101,11,11,games.azul.actions.TakeTilesAction@1498101,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
-1170105035,Azul,0,ACTION_CHOSEN,52,0,2,6,96,games.azul.actions.TakeTilesAction@14a0407,15,games.azul.actions.TakeTilesAction@14a0407,,Player 1 takes YELLOW tiles from factory 3 to floor line,,,15,games.azul.actions.TakeTilesAction@14a0407,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
-1170105035,Azul,0,ACTION_CHOSEN,53,0,2,6,96,,,,games.azul.actions.TakeTilesAction@21ae7d82,Player 0 takes RED tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@21ae7d82,6,6,games.azul.actions.TakeTilesAction@21ae7d82,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
-1170105035,Azul,0,ACTION_CHOSEN,54,0,2,6,95,games.azul.actions.TakeTilesAction@77fec3d0,6,games.azul.actions.TakeTilesAction@77fec3d0,,Player 1 takes WHITE tiles from centre pool to pattern line 0,,,6,games.azul.actions.TakeTilesAction@77fec3d0,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
-1170105035,Azul,0,ACTION_CHOSEN,55,0,2,6,94,,,,games.azul.actions.TakeTilesAction@290cdde,Player 0 takes BLUE tiles from centre pool to pattern line 0,games.azul.actions.TakeTilesAction@290cdde,3,3,games.azul.actions.TakeTilesAction@290cdde,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
-1170105035,Azul,0,ACTION_CHOSEN,56,0,2,6,93,games.azul.actions.TakeTilesAction@327c6f28,1,games.azul.actions.TakeTilesAction@327c6f28,,Player 1 takes BLACK tiles from centre pool to floor line,,,1,games.azul.actions.TakeTilesAction@327c6f28,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
-1170105035,Azul,0,ACTION_CHOSEN,57,0,2,6,93,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,,1,games.azul.actions.TakeTilesAction@291421e,21.0,RuleBased,0.0,10.5,21.0,Random,RuleBased,4,15,Random
234785527,Azul,0,ACTION_CHOSEN,0,0,2,7,117,,,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,1,1,games.azul.actions.TakeTilesAction@290cdbf,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,1,0,2,7,97,,,,games.azul.actions.TakeTilesAction@14993e5,Player 0 takes YELLOW tiles from factory 4 to pattern line 3,games.azul.actions.TakeTilesAction@14993e5,72,72,games.azul.actions.TakeTilesAction@14993e5,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,2,0,2,7,93,games.azul.actions.TakeTilesAction@21aefcc7,66,games.azul.actions.TakeTilesAction@21aefcc7,,Player 1 takes RED tiles from factory 2 to pattern line 1,,,66,games.azul.actions.TakeTilesAction@21aefcc7,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,3,0,2,7,92,,,,games.azul.actions.TakeTilesAction@290dd20,Player 0 takes BLUE tiles from factory 3 to pattern line 2,games.azul.actions.TakeTilesAction@290dd20,50,50,games.azul.actions.TakeTilesAction@290dd20,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,4,0,2,7,89,games.azul.actions.TakeTilesAction@149f940,41,games.azul.actions.TakeTilesAction@149f940,,Player 1 takes YELLOW tiles from factory 0 to pattern line 3,,,41,games.azul.actions.TakeTilesAction@149f940,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,5,0,2,7,87,,,,games.azul.actions.TakeTilesAction@77fe5712,Player 0 takes WHITE tiles from factory 1 to pattern line 1,games.azul.actions.TakeTilesAction@77fe5712,24,24,games.azul.actions.TakeTilesAction@77fe5712,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,6,0,2,7,85,games.azul.actions.TakeTilesAction@327c6f47,17,games.azul.actions.TakeTilesAction@327c6f47,,Player 1 takes BLACK tiles from centre pool to pattern line 0,,,17,games.azul.actions.TakeTilesAction@327c6f47,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,7,0,2,7,83,,,,games.azul.actions.TakeTilesAction@21ae7d06,Player 0 takes RED tiles from centre pool to pattern line 0,games.azul.actions.TakeTilesAction@21ae7d06,9,9,games.azul.actions.TakeTilesAction@21ae7d06,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,8,0,2,7,82,games.azul.actions.TakeTilesAction@29142b9,6,games.azul.actions.TakeTilesAction@29142b9,,Player 1 takes BLUE tiles from centre pool to pattern line 4,,,6,games.azul.actions.TakeTilesAction@29142b9,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,9,0,2,7,80,,,,games.azul.actions.TakeTilesAction@77fe4fed,Player 0 takes WHITE tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@77fe4fed,2,2,games.azul.actions.TakeTilesAction@77fe4fed,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,10,0,2,7,78,,,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,1,1,games.azul.actions.TakeTilesAction@290cdbf,0.0,RuleBased,0.0,0.0,0.0,Random,RuleBased,0,0,Random
234785527,Azul,0,ACTION_CHOSEN,11,0,2,7,90,games.azul.actions.TakeTilesAction@77fecb52,55,games.azul.actions.TakeTilesAction@77fecb52,,Player 1 takes WHITE tiles from factory 1 to pattern line 0,,,55,games.azul.actions.TakeTilesAction@77fecb52,4.0,RuleBased,0.0,2.0,4.0,Random,RuleBased,1,4,Random
234785527,Azul,0,ACTION_CHOSEN,12,0,2,7,89,,,,games.azul.actions.TakeTilesAction@1498c25,Player 0 takes YELLOW tiles from factory 2 to pattern line 1,games.azul.actions.TakeTilesAction@1498c25,71,71,games.azul.actions.TakeTilesAction@1498c25,4.0,RuleBased,0.0,2.0,4.0,Random,RuleBased,1,4,Random
234785527,Azul,0,ACTION_CHOSEN,13,0,2,7,87,games.azul.actions.TakeTilesAction@2915540,33,games.azul.actions.TakeTilesAction@2915540,,Player 1 takes BLUE tiles from factory 4 to pattern line 2,,,33,games.azul.actions.TakeTilesAction@2915540,4.0,RuleBased,0.0,2.0,4.0,Random,RuleBased,1,4,Random
234785527,Azul,0,ACTION_CHOSEN,14,0,2,7,86,,,,games.azul.actions.TakeTilesAction@327bfb26,Player 0 takes BLACK tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@327bfb26,40,40,games.azul.actions.TakeTilesAction@327bfb26,4.0,RuleBased,0.0,2.0,4.0,Random,RuleBased,1,4,Random
234785527,Azul,0,ACTION_CHOSEN,15,0,2,7,82,games.azul.actions.TakeTilesAction@21af004a,19,games.azul.actions.TakeTilesAction@21af004a,,Player 1 takes RED tiles from factory 3 to floor line,,,19,games.azul.actions.TakeTilesAction@21af004a,4.0,RuleBased,0.0,2.0,4.0,Random,RuleBased,1,4,Random
234785527,Azul,0,ACTION_CHOSEN,16,0,2,7,82,,,,games.azul.actions.TakeTilesAction@290d19f,Player 0 takes BLUE tiles from factory 0 to pattern line 0,games.azul.actions.TakeTilesAction@290d19f,24,24,games.azul.actions.TakeTilesAction@290d19f,4.0,RuleBased,0.0,2.0,4.0,Random,RuleBased,1,4,Random
234785527,Azul,0,ACTION_CHOSEN,17,0,2,7,81,games.azul.actions.TakeTilesAction@291427b,7,games.azul.actions.TakeTilesAction@291427b,,Player 1 takes BLUE tiles from centre pool to pattern line 2,,,7,games.azul.actions.TakeTilesAction@291427b,4.0,RuleBased,0.0,2.0,4.0,Random,RuleBased,1,4,Random
234785527,Azul,0,ACTION_CHOSEN,18,0,2,7,79,,,,games.azul.actions.TakeTilesAction@77fe4fed,Player 0 takes WHITE tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@77fe4fed,7,7,games.azul.actions.TakeTilesAction@77fe4fed,4.0,RuleBased,0.0,2.0,4.0,Random,RuleBased,1,4,Random
234785527,Azul,0,ACTION_CHOSEN,19,0,2,7,76,games.azul.actions.TakeTilesAction@21aef146,3,games.azul.actions.TakeTilesAction@21aef146,,Player 1 takes RED tiles from centre pool to floor line,,,3,games.azul.actions.TakeTilesAction@21aef146,4.0,RuleBased,0.0,2.0,4.0,Random,RuleBased,1,4,Random
234785527,Azul,0,ACTION_CHOSEN,20,0,2,7,76,,,,games.azul.actions.TakeTilesAction@327bfb45,Player 0 takes BLACK tiles from centre pool to pattern line 3,games.azul.actions.TakeTilesAction@327bfb45,2,2,games.azul.actions.TakeTilesAction@327bfb45,4.0,RuleBased,0.0,2.0,4.0,Random,RuleBased,1,4,Random
