Measure,Value
Count,50.0
sum,47.275988252207256
Mean,0.9455197650441451
Min,0.9019607843137255
Max,1.0
Range,0.0980392156862745
Variance,4.2081126658488003E-4
Std. Dev,0.02051368486120619
