Measure,Value
Count,50.0
sum,47.46684192535333
Mean,0.9493368385070668
Min,0.9074074074074074
Max,0.9830508474576272
Range,0.07564344005021972
Variance,4.1900314582073096E-4
Std. Dev,0.02046956633201424
