Measure,Count,sum,Mean,Min,Max,Range,Variance,Std. Dev
RuleBased,50.0,1572.0,31.44,24.0,43.0,19.0,10.822857142857142,3.289811110513359
MCTS-Simple,50.0,1490.0,29.799999999999994,25.0,37.0,12.0,8.326530612244902,2.885572839532023
