PlayerName-0 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
RuleBased,72,60,58,56,56,61,63,60,59,57,55,67,58,54,57,58,61,60,56,58,68,69,60,60,58,61,59,59,61,58,59,61,67,63,57,58,57,56,59,61,59,61,65,60,56,59,60,64,61,60
