PlayerName-1 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
MCTS-Simple,57,56,54,58,50,58,56,55,58,58,55,55,57,55,53,52,54,51,54,48,56,56,49,57,56,54,54,56,56,56,51,54,52,59,59,51,50,58,61,56,52,54,48,52,54,56,58,54,50,54
