GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,StateSpace(Size)
-1170105035,Azul,1,ABOUT_TO_START,0,0,2,112,117
234785527,Azul,1,ABOUT_TO_START,0,0,2,113,117
-1360544799,Azul,1,ABOUT_TO_START,0,0,2,114,117
205897768,Azul,1,ABOUT_TO_START,0,0,2,115,117
1325939940,Azul,1,ABOUT_TO_START,0,0,2,116,117
-248792245,Azul,1,ABOUT_TO_START,0,0,2,117,117
1190043011,Azul,1,ABOUT_TO_START,0,0,2,118,117
-1255373459,Azul,1,ABOUT_TO_START,0,0,2,119,117
-1436456258,Azul,1,ABOUT_TO_START,0,0,2,120,117
392236186,Azul,1,ABOUT_TO_START,0,0,2,121,117
-415012931,Azul,1,ABOUT_TO_START,0,0,2,122,117
1938135004,Azul,1,ABOUT_TO_START,0,0,2,123,117
1583910553,Azul,1,ABOUT_TO_START,0,0,2,124,117
1639144584,Azul,1,ABOUT_TO_START,0,0,2,125,117
1184328952,Azul,1,ABOUT_TO_START,0,0,2,126,117
-1329611232,Azul,1,ABOUT_TO_START,0,0,2,127,117
1991376913,Azul,1,ABOUT_TO_START,0,0,2,128,117
-1021814956,Azul,1,ABOUT_TO_START,0,0,2,129,117
-932429809,Azul,1,ABOUT_TO_START,0,0,2,130,117
-7822877,Azul,1,ABOUT_TO_START,0,0,2,131,117
-346484495,Azul,1,ABOUT_TO_START,0,0,2,132,117
652655727,Azul,1,ABOUT_TO_START,0,0,2,133,117
1874714453,Azul,1,ABOUT_TO_START,0,0,2,134,117
1888925827,Azul,1,ABOUT_TO_START,0,0,2,135,117
-1074144810,Azul,1,ABOUT_TO_START,0,0,2,136,117
-297936814,Azul,1,ABOUT_TO_START,0,0,2,137,117
1660292060,Azul,1,ABOUT_TO_START,0,0,2,138,117
-866352379,Azul,1,ABOUT_TO_START,0,0,2,139,117
761834774,Azul,1,ABOUT_TO_START,0,0,2,140,117
646596492,Azul,1,ABOUT_TO_START,0,0,2,141,117
-1742253836,Azul,1,ABOUT_TO_START,0,0,2,142,117
1453021513,Azul,1,ABOUT_TO_START,0,0,2,143,117
900944861,Azul,1,ABOUT_TO_START,0,0,2,144,117
1076582170,Azul,1,ABOUT_TO_START,0,0,2,145,117
-747470862,Azul,1,ABOUT_TO_START,0,0,2,146,117
1568355455,Azul,1,ABOUT_TO_START,0,0,2,147,117
739670425,Azul,1,ABOUT_TO_START,0,0,2,148,117
681416186,Azul,1,ABOUT_TO_START,0,0,2,149,117
-1771985870,Azul,1,ABOUT_TO_START,0,0,2,150,117
1177562329,Azul,1,ABOUT_TO_START,0,0,2,151,117
-1068242537,Azul,1,ABOUT_TO_START,0,0,2,152,117
-1530631166,Azul,1,ABOUT_TO_START,0,0,2,153,117
-1842367650,Azul,1,ABOUT_TO_START,0,0,2,154,117
344825474,Azul,1,ABOUT_TO_START,0,0,2,155,117
-1803779346,Azul,1,ABOUT_TO_START,0,0,2,156,117
389401069,Azul,1,ABOUT_TO_START,0,0,2,157,117
-1062961681,Azul,1,ABOUT_TO_START,0,0,2,158,117
-864933426,Azul,1,ABOUT_TO_START,0,0,2,159,117
134940315,Azul,1,ABOUT_TO_START,0,0,2,160,117
1359496886,Azul,1,ABOUT_TO_START,0,0,2,161,117
