Measure,Value
Count,50.0
sum,47.05999716440866
Mean,0.9411999432881728
Min,0.9090909090909091
Max,1.0
Range,0.09090909090909094
Variance,3.9901154296997335E-4
Std. Dev,0.019975273288993404
