PlayerName-1 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Random,58,64,82,59,60,61,61,64,61,57,63,59,59,62,60,62,63,58,59,70,56,63,59,66,62,64,61,61,68,62,61,63,54,60,64,73,61,61,63,59,74,65,63,60,57,59,74,59,61,75
