ActionClass \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
TakeTilesAction,73,75,75,73,86,75,75,73,75,74,72,74,73,90,73,74,77,73,74,76,73,78,74,100,72,74,76,75,77,72,76,75,73,74,75,89,74,73,75,73,75,75,88,72,71,72,72,73,75,76,76,73,73,73,73,71,88,74,87,76,71,77,74,72,76,76,73,74,73,73,73,76,88,76,78,76,76,75,72,75,85,73,86,87,74,73,73,80,90,75,93,75,79,76,74,73,73,73,73,75
